1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
368	Vaccin covid là một phát minh lớn giúp con người thoát khỏi sự diệt vong do covid gây ra.	Vaccine Pfizer (BNT162b2) là một trong số những ứng cử viên hứa hẹn nhất trong “ cuộc đua ” sản xuất vắc xin phòng đại dịch Covid-19.	1	Khoa Học
369	Phát hiện trứng khủng long chứa pha lê tại Trung Quốc.	Tiêm vắc-xin phòng chống cúm bắt đầu vào những năm 1930 với quy mô lớn ở Hoa Kỳ bắt đầu vào năm 1945.	0	Tin Tức
370	Zuckerberg cho ra đời Facebook trong phòng ký túc xá của mình tại Đại học Harvard vào ngày 4 tháng 2 năm 2004.	Vịnh Hạ Long là một vịnh nhỏ thuộc phần bờ tây vịnh Bắc Bộ tại khu vực biển Đông Bắc Việt Nam, bao gồm vùng biển đảo của thành phố Hạ Long thuộc tỉnh Quảng Ninh.	0	Tin Tức
371	Các tác phẩm văn học thời chiến thường phản ảnh về những chế độ phong kiến man dợ.	Trong thời chiến các chế độ phong kiến man dợ được phản ảnh qua nhiều tác phẩm văn học.	4	Văn Học
372	Văn học sẽ không là gì cả nếu không vì cuộc đời mà có.	Cuộc đời là nơi xuất phát và cũng là nơi đi tới của văn học.	4	Văn Học
373	Những nhà văn có lập trường tư tưởng khác nhau, thậm chí đối nghịch nhau vẫn có thể cùng viết về một đề tài.	Một đề tài có thể được làm bởi nhiều nhà văn mặc dù họ có tư tưởng và lập trường đối nghịch nhau.	3	Văn Học
374	Ðề tài có tính khách quan vì bản thân nó chưa thể hiện tính tư tưởng.	Tính tư tưởng của đề tài không nằm ở tính khách quan của nó.	3	Văn Học
375	Có lẽ Nguyễn Ðình Thi là cây bút sinh ra để làm thơ, soạn nhạc hơn là viết văn xuôi.	Nhiều người có tài năng bẩm sinh là để làm thơ và soạn nhạc.	2	Văn Học
376	Tắt đèn của Ngô Tất Tố tập trung phản ánh số phận bi thảm của người nông dân do chế độ sưu thuế.	Thời Phong kiến có nhiều chế độ bóc lột sức những người nông dân vô tội và nghèo.	2	Văn Học
377	Nếu tác giả không có lối đi riêng thì người đó không bao giờ là nhà văn cả.	Một người muốn thành công thì phải tìm được lối đi cho chính mình.	1	Văn Học
378	Tác phẩm chân chính không kết thúc ở trang cuối cùng, không bao giờ hết khả năng kể chuyện khi câu chuyện về các nhân vật đã kết thúc.	Những tác phẩm được sáng tác bằng tâm hồn và tài năng của tác giả thì sẽ được lưu dấu đến mãi mãi.	1	Văn Học
379	Trong cuộc sống văn học luôn giúp ta cảm thấy yêu đời và hiểu rõ thế giới nội tâm.	Không ai là giỏi nếu không có sự nỗ lực và kiên trì.	0	Văn Học
380	Nền văn học việt nam phát triển và đề cập đến vấn đề xã hội theo từng thời đại.	Văn học là tâm hồn và là cảm hứng của các nhà văn.	0	Văn Học
381	Đi đâu không quan trọng, quan trọng là được đi cùng nhau.	Du lịch cùng nhau để có những khoảnh khắc đáng nhớ cùng nhau.	4	Du Lịch
382	Ai cũng phải đi du lịch để học hỏi.	Cách sống hướng ngoại mà một chuyến du lịch có thể dạy bạn.	4	Du Lịch
383	Không gì giúp phát triển trí thông minh như là đi du lịch.	Ai cũng phải đi du lịch để học hỏi.	3	Du Lịch
384	Kỳ tích sẽ xuất hiện từ sự chinh phục khó khăn.	Khó khăn không trường tồn, chỉ có con người cứng rắn trường tồn.	3	Du Lịch
385	Du lịch đem lại nhận thức bảo vệ môi trường và động vật.	Việc đi du lịch giúp bạn thấu hiểu bản thân.	2	Du Lịch
386	Du lịch làm ta cảm thấy yêu thương những sinh mệnh xung quanh.	Đi đó đây là ta mở mang đầu óc.	2	Du Lịch
387	Du lịch là một cách xả stress tốt nhất.	Ai được đi nhiều nơi suy nghĩ của họ sẽ rất khác.	1	Du Lịch
388	Để có tâm trạng thoải mái chúng ta nên đi nhiều nơi.	Đi xa giúp ta thay đổi cách nhìn về thế giới.	1	Du Lịch
389	Đi nhiều nơi giúp ta mở mang thêm kiến thức.	Dubai là một đất nước nên tới để du lịch.	0	Du Lịch
390	Việt Nam có nhiều địa điểm du lịch thú vị.	Việt Nam có nhiều danh lam thắng cảnh đẹp.	2	Du Lịch
391	Mancity được đánh giá mạnh hơn trước Mu trong trận đại chiến.	Mancity được nhận định là kèo trên trong trận đại chiến với Mu.	4	Thể Thao
392	Bước tiến đầu tiên của Nga ở  tỉnh Kharkiv sau đợt phản công của quân đội Ukraina.	Nga đạt được thành công đầu tiên ở tỉnh Kharkiv.	4	Tin Tức
393	Ấn Độ : Sét đánh 21 người thiệt mạng trong 1 ngày.	Thảm họa thiên nhiên cụ thể là lôi sét khiến nhiều người thiệt mạng tại Ấn Độ.	3	Tin Tức
394	Dự báo thị trường xuất khẩu dệt may 4 tháng cuối năm và năm 2023 khá trầm lắng.	Thị trường xuất khẩu dệt may khá trầm vào cuối năm.	3	Tin Tức
395	Giá xăng dầu giảm mạnh trong sáng ngày 21/9.	Giá vàng ngày 20/9 : Giá vàng thế giới và trong nước giảm nhẹ.	2	Tin Tức
396	Giá lúa gạo ngày 20/9 : dầu thô trong nước tăng 100đ/1L.	Giá lúa gạo ngày 20/9 : Giá gạo trong nước giảm nhẹ.	2	Tin Tức
397	Học giỏi toán giúp ích rất lớn cho lập trình.	Đoàn thể thao Olympic toán Việt Nam đạt giải.	1	Khoa Học
398	Miền Bắc đón không khí lạnh đầu tiên.	Thời tiết miền Bắc thay đổi để chuẩn bị chuyển đông.	1	Tin Tức
399	Đã có 24 người mất mạng tại vụ cháy karaoke Bình Dương.	Đội các siêu sao Dormund đã có mặt tại Việt Nam.	0	Tin Tức
400	Di dân các tỉnh miền Trung để tránh siêu bão noru.	Đội tuyển Việt Nam thắng đậm singapore trong trận giao hữu.	0	Tin Tức
401	Tai nạn giao thông đang diễn ra hằng ngày gây thiệt hại rất lớn đến tính mạng con người.	Giao thông an toàn – Bảo đảm tính mạng con người.	4	Tin Tức
402	Người tham gia giao thông sử dụng rượu bia khi tham gia giao thông, chạy xe quá tốc độ cho phép là những nguyên nhân dẫn đến tai nạn giao thông.	Những nguyên nhân dẫn đến tai nạn giao thông trong đó có sử dụng rượi bia và chạy xe quá tốc độ.	4	Tin Tức
403	Để tránh chấn thương sọ não. Hãy đội mũ bảo hiểm.	Hãy đội mũ bảo hiểm trước khi mọi chuyện trở nên quá muộn.	3	Tin Tức
404	Tai nạn giao thông là nguyên nhân gây tử vong hàng đầu.	Gần 20.000 người chết vì tai nạn giao thông mỗi năm. Hãy tham gia giao thông an toàn.	3	Tin Tức
405	Hãy chấp hành nghiêm luật giao thông đường bộ.	Phía trước tay lái là sự sống. Hãy lái xe bằng cả trái tim	2	Tin Tức
406	Đội mũ bảo hiểm đạt chuẩn khi đi mô tô, xe gắn máy, xe đạp điện.	Thắt dây an toàn khi ngồi trên xe ô tô.	2	Tin Tức
407	Lái xe an toàn vì nụ cười trẻ thơ và thế giới ngày mai.	Vấn đề an toàn giao thông luôn là nỗi lo hàng đầu của cả nước.	1	Tin Tức
408	Tuyên truyền về an toàn giao thông là một trong những biện pháp giáo dục giúp thấm nhuần ý thức cho con người.	Quan sát tuân thủ đúng quy định an toàn khi vượt qua đường sắt.	1	TIn Tức
409	An toàn giao thông là hạnh phúc của mọi nhà.	Đừng ngại thất bại, đó là con đường dẫn đến thành công.	0	Tin Tức
410	Vì ngày mai hạnh phúc, hãy chấp hành tốt Luật Giao thông ngay hôm nay.	Mọi công việc thành đạt đều nhờ sự kiên trì và lòng say mê.	0	Tin Tức
411	Ford quay lại sân chơi đua xe F1 chuyên nghiệp bằng động cơ mới.	Với động cơ mới Ford đã trở lại sân chơi đua xe F1.	4	Tin Tức
412	Rashford không việt vị trong pha đánh đầu mở tỉ số.	Pha đánh đầu mở tỉ số cho MU Rashford đã phá bẫy việt vị thành công.	3	Thể Thao
413	Thắng lợi 2 sao giúp MU phục hận kình địch Leeds.	MU đánh bại Leeds với cách biệt 2 bàn.	3	Thể Thao
414	Những bàn thắng cuối trận giúp đội nhà có được chiến thắng trước đối thủ.	Đội nhà dành thắng lợi nhờ vào những bàn thắng cuối trận đấu để giữ vững ngôi đầu bảng một cách thuyết phục.	2	Thể Thao
415	FPT Shop Ưu đãi đến 50% laptop cho sinh viên cùng nhiều phần quà hấp dẫn.	Sinh viên có thể được giảm lên tới 50% khi mua laptop tại FPT Shop.	3	Tin Tức
416	Weghorst mừng hụt bàn thắng cuối trận khi anh rơi vào thế việt vị.	Bàn thắng không được công nhận vì Weghorst đã rơi vào thế việt vị.	2	Thể Thao
417	Rashford đã không đuổi theo trái bóng vì biết mình ở vị trí việt vị sau đường chuyền của đội trưởng Fernandes.	Biết mình việt vị Rashford đã không tham gia vào pha bóng đó.	3	Thể Thao
418	Cú sút tuyệt đẹp nhưng rất tiếc nó đã không thành bàn thắng.	Thủ môn đã xuất sắc cản phá một siêu phẩm.	1	Thể Thao
419	Rộ tin đồn Apple tìm ra cách lách luật dù bị buộc sử dụng cổng USB-C.	Bị buộc sử dụng cổng USB-C Apple đã tìm ra cách lách luật.	3	Tin Tức
420	Đường đua AI càng lúc càng nóng khi các tập đoàn Trung Quốc đồng loạt thông báo sẽ tạo ra chatbot giống với ChatGPT.	ChatGPT là Chat Generative Pre-training Transformer - một chatbot do công ty khởi nghiệp OpenAI phát triển.	1	Tin Tức
421	Sức hút của ChatGPT vẫn ngày một tăng lên, nhiều người truyền tai nhau về mức độ thông minh của con AI này đã khiến cho tính tò mò muốn được trải nghiệm.	ChatGPT vẫn chưa sử dụng được tại Việt Nam.	0	Tin Tức
422	Sắp tới bạn có thể nhờ ChatGPT soạn thảo văn bản ngay trong Microsoft Office!	Sắp tới Microsoft Office sẽ được tích hợp AI.	2	Tin Tức
423	Đặt trước ngay iPhone 14 Pro Max để được ưu đãi.	Mua ngay iPhone 14 Pro Max với 32 triệu đồng.	0	Tin Tức
424	Trái đất có 70% là nước trong đó nước có thể uống được chiếm một phần nhỏ.	Ô nhiễm nguồn nước là một vấn đề đáng báo động.	0	Khoa Học
425	Covid 19 xảy ra như một cuộc chiến tranh thế giới thứ 3.	Rất nhiều người thiệt mạng vì Covid 19.	1	Tin Tức
426	Đêm nay cơn bão sẽ đổ bộ về miền Trung nước ta.	Miền Trung sẽ phải đón một cơn bão trong đêm nay.	4	Tin Tức
427	Messi trong một ngày được nâng cao chiếc cup vô địch thế giới.	Messi được nâng cao danh hiệu vô dịch World Cup.	3	Thể Thao
428	Đội tuyển Đức một lần nữa lại phải về nước khi không thể vượt qua vòng bảng.	Năm thứ 2 liên tiếp đội tuyển Đức không thể vượt qua vòng bảng World Cup.	3	Thể Thao
429	Gã hàng xóm ồn ào đã bị MU dạy cho một bài học với chiến thắng 2-1.	MU chiến thắng trước MC với tỉ số 2-1.	2	Thể Thao
430	Bình luận viên đã hô lên rất lớn khi Việt Nam ghi bàn thắng mở tỉ số.	Bình luận viên rất xúc động khi Việt Nam ghi bàn.	2	Thể Thao
431	Cuộc đào thoát của phi công Liên Xô lái chiếc máy bay tối mật nhưng hạ cánh nhầm xuống sân bay NATO.	Một sai lầm chết người của phi công Liên Xô.	1	Tin Tức
432	Nội bộ dậy sóng vì Neymar.	Tiền đạo Neymar tranh cãi gay gắt với giám đốc thể thao sau trận thua xấu hổ.	1	Tin Tức
433	VAR không kẻ vạch việt vị trong trận hoà của Arsenal.	Arsenal bị oan khi VAR mắc sai lầm.	2	Thể Thao
434	Liverpool là câu lạc bộ được hưởng lợi nhiều nhất từ công nghệ VAR.	Công nghệ VAR giúp bóng đá trở lên công bằng hơn.	0	Thể Thao
435	Manchester United là đội duy nhất ở Châu Âu vẫn còn thi đấu ở mọi đấu trường mà đội bóng này tham gia.	Manchester United là đội duy nhất vẫn thi đấu ở mọi đấu trường.	2	Thể Thao
436	Cổ động viên Manchester United lo lắng cho tình hình chấn thương của Antony.	Một chấn thương nặng của Antony làm các cổ động viên lo lắng.	3	Thể Thao
437	Ronaldo đã chuyển sang Châu Á thi đấu, liệu có phải bước lùi của siêu sao người Bồ?	Ronaldo chuyển sang thi đấu cho một đội ở Châu Á nhận mức lương cực khủng.	1	Thể Thao
438	Huấn luyện viên trưởng thừa nhận đây chắc chắn là một mùa giải khó khăn của đội bóng.	Tình hình Covid 19 dần có chuyển biến tích cực hơn bao giờ hết.	0	Tin Tức
439	Vị trí trên bảng xếp hạng sẽ thay đổi liên tục trong 2 lượt trận sắp tới của Arsenal và Man City.	ManUtd có thể mơ đến chiếc cup vô địch NHA mùa này nếu lượt trận Arsenal và Mancity mang kết quả thuận lợi cho họ.	1	Thể Thao
440	Hàng chục con chó bị bắt trộm trong vài ngày vừa qua.	Mấy ngày vừa qua những con chó bị trộm với số lượng lớn.	3	Tin Tức
441	Góc khuất sau cuộc sống hào nhoáng của người mẫu lấy chồng giàu.	Nguyễn Thúc Thuỳ Tiên lọt top 5 hoa hậu Việt Nam.	0	Tin Tức
442	Nam thanh niên đột quỵ ngay trên bàn nhậu.	Đột quỵ ngay tại bàn nhậu vì uống rượu giả.	1	Tin Tức
443	Đàm Vĩnh Hưng nghịch chim tại bể bơi.	Bức ảnh chụp được ca sĩ họ Đàm đang chơi với chú chim bồ câu ở bể bơi.	2	Tin Tức
444	Lái xe khi bị tước giấy phép, tài xế tông chết người.	Tài xế tông chết người trong khi đã bị tước giấy phép từ trước.	3	Tin Tức
445	Chủ nhà lĩnh án tù vì đánh chết người trộm chó.	Trộm chó bị chủ nhà đánh chết ngay tại chỗ.	2	Tin Tức
